"","RUT.Open","RUT.High","RUT.Low","RUT.Close","RUT.Volume","RUT.Adjusted"
"2015-08-07",1209.47998,1211.930054,1200.410034,1206.900024,36023200,1206.900024
"2015-08-10",1212.420044,1223.390015,1212.420044,1222.670044,35144600,1222.670044
"2015-08-11",1214.140015,1218.670044,1205.869995,1211.140015,37088800,1211.140015
"2015-08-12",1203.170044,1210.97998,1189.420044,1208.97998,42691300,1208.97998
"2015-08-13",1208.569946,1213.410034,1203.640015,1204.73999,32213000,1204.73999
"2015-08-14",1202.109985,1212.790039,1199.459961,1212.689941,27955900,1212.689941
"2015-08-17",1209.23999,1225.089966,1206.400024,1225.089966,28676900,1225.089966
"2015-08-18",1224.079956,1224.119995,1214.26001,1214.890015,29499900,1214.890015
"2015-08-19",1208.550049,1211.680054,1196.660034,1202.97998,35129200,1202.97998
"2015-08-20",1193.900024,1193.930054,1172.52002,1172.52002,39224700,1172.52002
"2015-08-21",1158,1172.76001,1152.369995,1156.790039,50182400,1156.790039
"2015-08-24",1119.76001,1148.579956,1105.930054,1111.689941,66126900,1111.689941
"2015-08-25",1133.130005,1133.150024,1104.050049,1104.099976,51835600,1104.099976
"2015-08-26",1119.280029,1132.630005,1102.579956,1132.189941,53382500,1132.189941
"2015-08-27",1140.920044,1157.900024,1133.77002,1153.609985,49763900,1153.609985
"2015-08-28",1149.550049,1163.050049,1149.469971,1162.910034,39490800,1162.910034
"2015-08-31",1161.01001,1164.890015,1156.369995,1159.449951,39151000,1159.449951
"2015-09-01",1148.310059,1151.530029,1124.459961,1128.050049,43718500,1128.050049
"2015-09-02",1128.050049,1146.030029,1128.050049,1146.030029,37426200,1146.030029
"2015-09-03",1148.619995,1157.630005,1143.790039,1145.150024,35207000,1145.150024
"2015-09-04",1132.949951,1142.550049,1130.75,1136.170044,31670900,1136.170044
"2015-09-08",1139.069946,1162.449951,1139.069946,1161.76001,35486500,1161.76001
"2015-09-09",1162.719971,1170.199951,1147.329956,1148.22998,36521200,1148.22998
"2015-09-10",1147.98999,1158.26001,1146.469971,1153.030029,36263200,1153.030029
"2015-09-11",1152.51001,1157.910034,1143.72998,1157.790039,32185900,1157.790039
"2015-09-14",1158.030029,1159.170044,1151.310059,1153.5,30002000,1153.5
"2015-09-15",1153.930054,1167.280029,1153.930054,1166,32398600,1166
"2015-09-16",1166.170044,1175.890015,1165.410034,1175.199951,36306800,1175.199951
"2015-09-17",1175.089966,1193.98999,1173.699951,1180.689941,41837900,1180.689941
"2015-09-18",1175.339966,1175.339966,1160.660034,1163.349976,60002400,1163.349976
"2015-09-21",1165.040039,1177.959961,1158.099976,1161.089966,32593500,1161.089966
"2015-09-22",1158.420044,1158.420044,1137.699951,1143.030029,38082600,1143.030029
"2015-09-23",1143.410034,1149.219971,1137.410034,1140.050049,31905300,1140.050049
"2015-09-24",1137.880005,1138.959961,1124.75,1137.540039,40915300,1137.540039
"2015-09-25",1140.23999,1146.719971,1119.300049,1122.790039,37218700,1122.790039
"2015-09-28",1121.869995,1121.869995,1087.469971,1090.569946,43266600,1090.569946
"2015-09-29",1090.949951,1098.02002,1078.630005,1083.910034,41323900,1083.910034
"2015-09-30",1087.079956,1101.930054,1087.079956,1100.689941,45250700,1100.689941
"2015-10-01",1100.890015,1103.699951,1083.900024,1097.550049,39836000,1097.550049
"2015-10-02",1095.579956,1114.119995,1080.609985,1114.119995,43785700,1114.119995
"2015-10-05",1115.819946,1142.180054,1115.819946,1141.640015,43344900,1141.640015
"2015-10-06",1141.430054,1143.630005,1127.119995,1133.689941,42024000,1133.689941
"2015-10-07",1134.48999,1152.609985,1134.48999,1152.599976,46664700,1152.599976
"2015-10-08",1152.430054,1164.579956,1149.300049,1163.23999,39391400,1163.23999
"2015-10-09",1163.640015,1168.76001,1162.910034,1165.359985,37069000,1165.359985
"2015-10-12",1165.449951,1166.51001,1159.540039,1164.400024,28932500,1164.400024
"2015-10-13",1163.25,1169.709961,1147.839966,1147.839966,34019200,1147.839966
"2015-10-14",1147.880005,1153.469971,1136.060059,1136.969971,36445900,1136.969971
"2015-10-15",1137.97998,1162.819946,1135.670044,1162.77002,37062900,1162.77002
"2015-10-16",1163.589966,1165.22998,1152.569946,1162.310059,35954300,1162.310059
"2015-10-19",1161.800049,1168.920044,1155.569946,1164.300049,32873200,1164.300049
"2015-10-20",1164.369995,1169.609985,1159.079956,1163.27002,33315000,1163.27002
"2015-10-21",1164.02002,1167.01001,1144.900024,1144.949951,36277900,1144.949951
"2015-10-22",1147.089966,1160.079956,1145.800049,1154.52002,44308500,1154.52002
"2015-10-23",1157.040039,1166.420044,1155.650024,1166.060059,41084600,1166.060059
"2015-10-26",1165.77002,1165.77002,1157.52002,1159.5,33858000,1159.5
"2015-10-27",1158.530029,1158.530029,1139.920044,1145.290039,42168800,1145.290039
"2015-10-28",1145.47998,1178.780029,1145.47998,1178.719971,46981100,1178.719971
"2015-10-29",1178.359985,1178.359985,1164.23999,1165.630005,40089400,1165.630005
"2015-10-30",1165.47998,1167.650024,1159.660034,1161.859985,42562000,1161.859985
"2015-11-02",1161.949951,1187.619995,1161.949951,1186.089966,37600200,1186.089966
"2015-11-03",1185.780029,1196.560059,1182.369995,1191.579956,42720600,1191.579956
"2015-11-04",1192.280029,1196.140015,1185.390015,1190.380005,40788700,1190.380005
"2015-11-05",1190.310059,1191.930054,1179.73999,1190.689941,40518900,1190.689941
"2015-11-06",1190.030029,1199.959961,1181.780029,1199.75,43690200,1199.75
"2015-11-09",1199.579956,1199.579956,1180.560059,1184.430054,38823500,1184.430054
"2015-11-10",1183.689941,1187.719971,1177.430054,1187.699951,38214400,1187.699951
"2015-11-11",1188.27002,1189.849976,1178.060059,1178.069946,36924100,1178.069946
"2015-11-12",1177.349976,1177.349976,1154.380005,1154.810059,40163700,1154.810059
"2015-11-13",1154.089966,1158.430054,1144.339966,1146.550049,42787500,1146.550049
"2015-11-16",1146.369995,1156.219971,1140.76001,1156.079956,37412400,1156.079956
"2015-11-17",1156.160034,1166.339966,1152.48999,1153.209961,44273500,1153.209961
"2015-11-18",1153.390015,1172.02002,1153.390015,1171.75,39263900,1171.75
"2015-11-19",1171.699951,1172.290039,1164.189941,1166.72998,36281100,1166.72998
"2015-11-20",1168.349976,1178.73999,1168.349976,1175.150024,39296000,1175.150024
"2015-11-23",1174.890015,1184.410034,1173.75,1180.359985,35879800,1180.359985
"2015-11-24",1179.22998,1189.660034,1172.880005,1188.810059,38849300,1188.810059
"2015-11-25",1188.900024,1198.530029,1188.51001,1198.02002,28529400,1198.02002
"2015-11-27",1197.910034,1203.689941,1195.839966,1202.380005,14668400,1202.380005
"2015-11-30",1202.77002,1204.869995,1197.199951,1198.109985,42450300,1198.109985
"2015-12-01",1198.930054,1204.400024,1195.689941,1204.160034,37121200,1204.160034
"2015-12-02",1203.890015,1205.079956,1190.849976,1191.689941,39506400,1191.689941
"2015-12-03",1192.699951,1196.680054,1168.150024,1170.569946,43064900,1170.569946
"2015-12-04",1170.640015,1183.819946,1170.48999,1183.400024,42149100,1183.400024
"2015-12-07",1183.069946,1183.069946,1161.579956,1164.300049,40438200,1164.300049
"2015-12-08",1162.25,1163.72998,1151.27002,1159.400024,41735700,1159.400024
"2015-12-09",1158.97998,1165.560059,1142.75,1145.869995,43852500,1145.869995
"2015-12-10",1145.660034,1154.839966,1144.030029,1149.02002,37151500,1149.02002
"2015-12-11",1146.22998,1146.22998,1121.27002,1123.609985,43010600,1123.609985
"2015-12-14",1123.630005,1126.48999,1108.76001,1115.859985,46124400,1115.859985
"2015-12-15",1117.02002,1133.319946,1117.02002,1131.550049,43535400,1131.550049
"2015-12-16",1133.819946,1150.27002,1133.819946,1148.969971,45954500,1148.969971
"2015-12-17",1149.209961,1151.400024,1135.349976,1135.359985,43273900,1135.359985
"2015-12-18",1134.949951,1134.949951,1120.469971,1121.02002,66830700,1121.02002
"2015-12-21",1122.160034,1130.400024,1120.609985,1127.73999,37602800,1127.73999
"2015-12-22",1128.47998,1138.650024,1123.670044,1137.689941,35208600,1137.689941
"2015-12-23",1139.040039,1152.910034,1139.040039,1152.819946,34840900,1152.819946
"2015-12-24",1152.75,1159.709961,1151.599976,1154.76001,14118600,1154.76001
"2015-12-28",1153.98999,1153.98999,1140.02002,1148.209961,24925100,1148.209961
"2015-12-29",1148.959961,1160.939941,1148.73999,1160.52002,25420000,1160.52002
"2015-12-30",1159.969971,1160.380005,1149.160034,1149.640015,23674300,1149.640015
"2015-12-31",1149.329956,1149.329956,1135.569946,1135.890015,26553300,1135.890015
"2016-01-04",1134.079956,1134.079956,1100.530029,1108.619995,43048800,1108.619995
"2016-01-05",1109.099976,1112.670044,1104.75,1110.439941,37066200,1110.439941
"2016-01-06",1109.459961,1109.459961,1088.77002,1094.369995,43366600,1094.369995
"2016-01-07",1090.949951,1090.949951,1063.839966,1064.569946,50765900,1064.569946
"2016-01-08",1065.849976,1072.089966,1045.109985,1046.199951,46649400,1046.199951
"2016-01-11",1046.640015,1052.589966,1031.670044,1041.900024,46072900,1041.900024
"2016-01-12",1044.97998,1056.920044,1028.140015,1044.699951,48872600,1044.699951
"2016-01-13",1045.73999,1050.660034,1005.690002,1010.190002,50870300,1010.190002
"2016-01-14",1010.640015,1033.579956,999.619995,1025.670044,52411100,1025.670044
"2016-01-15",1023.919983,1023.919983,983.97998,1007.719971,54684600,1007.719971
"2016-01-19",1010.299988,1017.830017,985.219971,994.869995,49283500,994.869995
"2016-01-20",991.789978,1008.679993,958.47998,999.309998,64160700,999.309998
"2016-01-21",999.530029,1014.5,992.119995,997.340027,50788100,997.340027
"2016-01-22",999.809998,1021.840027,999.809998,1020.659973,49017600,1020.659973
"2016-01-25",1019.429993,1019.429993,996.039978,997.369995,44013800,997.369995
"2016-01-26",998.190002,1019.51001,998.190002,1017.969971,43579400,1017.969971
"2016-01-27",1016.900024,1021.849976,998.809998,1002.75,47540400,1002.75
"2016-01-28",1004.150024,1014.47998,1000.380005,1003.27002,46930100,1003.27002
"2016-01-29",1003.52002,1035.380005,1003.52002,1035.380005,54975700,1035.380005
"2016-02-01",1033.530029,1037.27002,1020.590027,1032.390015,43225300,1032.390015
"2016-02-02",1030.560059,1030.560059,1005.400024,1008.840027,44631900,1008.840027
"2016-02-03",1009.5,1016.919983,989.25,1010.299988,51729500,1010.299988
"2016-02-04",1009.929993,1025.109985,1008.590027,1014.789978,51933200,1014.789978
"2016-02-05",1014.309998,1014.309998,985.619995,985.619995,49299400,985.619995
"2016-02-08",982.150024,982.150024,955.710022,969.340027,56364600,969.340027
"2016-02-09",967.849976,975.140015,957.090027,963.900024,51321400,963.900024
"2016-02-10",965.52002,983.450012,963.320007,963.47998,44711700,963.47998
"2016-02-11",958.890015,958.890015,943.099976,953.719971,55008000,953.719971
"2016-02-12",955.340027,972.869995,955.340027,971.98999,46969200,971.98999
"2016-02-16",972.450012,996.390015,972.450012,995.799988,45706700,995.799988
"2016-02-17",997.830017,1016.280029,997.830017,1011.130005,50115400,1011.130005
"2016-02-18",1011.97998,1013.599976,1002.409973,1004.710022,44364900,1004.710022
"2016-02-19",1003.719971,1010.719971,998.27002,1010.01001,41428500,1010.01001
"2016-02-22",1010.390015,1025.280029,1010.390015,1021.73999,40547100,1021.73999
"2016-02-23",1021.25,1021.25,1012.150024,1012.150024,38906500,1012.150024
"2016-02-24",1010.099976,1023.059998,996.700012,1022.080017,43172500,1022.080017
"2016-02-25",1022.960022,1031.579956,1020.460022,1031.579956,41182100,1031.579956
"2016-02-26",1031.589966,1039.709961,1031.589966,1037.180054,43485100,1037.180054
"2016-02-29",1037.209961,1044.910034,1033.670044,1033.900024,45881800,1033.900024
"2016-03-01",1035.52002,1054.48999,1035.52002,1054.48999,48197500,1054.48999
"2016-03-02",1054.23999,1065.680054,1052.150024,1065.670044,46666100,1065.670044
"2016-03-03",1065.640015,1076.089966,1064.599976,1076.050049,50817000,1076.050049
"2016-03-04",1076.339966,1088.23999,1073.819946,1081.930054,60499300,1081.930054
"2016-03-07",1081.280029,1094.5,1077.939941,1094.150024,49681800,1094.150024
"2016-03-08",1092.709961,1092.709961,1067.23999,1067.880005,46416500,1067.880005
"2016-03-09",1068.449951,1074.199951,1067.130005,1072.77002,40381200,1072.77002
"2016-03-10",1073.410034,1078.97998,1054.560059,1063.98999,43767900,1063.98999
"2016-03-11",1066.109985,1087.869995,1066.109985,1087.560059,40786200,1087.560059
"2016-03-14",1086.969971,1087.459961,1079.900024,1084.25,34878500,1084.25
"2016-03-15",1082.680054,1082.680054,1065.51001,1066.670044,35602800,1066.670044
"2016-03-16",1066.079956,1076.51001,1063.660034,1074.51001,40570200,1074.51001
"2016-03-17",1074.400024,1094.689941,1069.890015,1091.25,45304800,1091.25
"2016-03-18",1092.01001,1102.97998,1092.01001,1101.670044,65031400,1101.670044
"2016-03-21",1101.459961,1103.630005,1096.160034,1098.579956,33766000,1098.579956
"2016-03-22",1096.680054,1100.76001,1090,1097.339966,34184600,1097.339966
"2016-03-23",1097.050049,1097.050049,1075.699951,1075.699951,36395100,1075.699951
"2016-03-24",1074.699951,1079.540039,1065.619995,1079.540039,34077200,1079.540039
"2016-03-28",1079.939941,1084.469971,1073.459961,1080.22998,28090900,1080.22998
"2016-03-29",1079.819946,1109.209961,1075.430054,1109.079956,38223300,1109.079956
"2016-03-30",1110.189941,1117.349976,1107.72998,1110.439941,35903100,1110.439941
"2016-03-31",1110.430054,1117.790039,1109.530029,1114.030029,37152800,1114.030029
"2016-04-01",1112.900024,1118.390015,1102.119995,1117.680054,37499900,1117.680054
"2016-04-04",1117.689941,1119.410034,1108.170044,1108.540039,34857100,1108.540039
"2016-04-05",1106.219971,1106.219971,1095.25,1095.849976,41549200,1095.849976
"2016-04-06",1095.98999,1109.02002,1094.23999,1108.810059,37508000,1108.810059
"2016-04-07",1107.890015,1107.890015,1088.560059,1092.790039,38012500,1092.790039
"2016-04-08",1093.859985,1106.050049,1093.77002,1097.310059,33595300,1097.310059
"2016-04-11",1097.959961,1110.430054,1094.310059,1094.339966,35678400,1094.339966
"2016-04-12",1094.459961,1107.359985,1091.650024,1105.709961,42397400,1105.709961
"2016-04-13",1106.47998,1129.930054,1106.47998,1129.930054,41918300,1129.930054
"2016-04-14",1130.079956,1132.089966,1125.130005,1128.589966,37658700,1128.589966
"2016-04-15",1128.079956,1132.140015,1125.060059,1130.920044,37014500,1130.920044
"2016-04-18",1129.719971,1139.47998,1125.160034,1139.280029,33168800,1139.280029
"2016-04-19",1139.829956,1146.5,1135.849976,1140.22998,38968300,1140.22998
"2016-04-20",1140.140015,1147.719971,1137.319946,1142.290039,41848800,1142.290039
"2016-04-21",1142.369995,1144.540039,1133.439941,1135.77002,41752900,1135.77002
"2016-04-22",1135.660034,1147.410034,1135.51001,1146.689941,37905800,1146.689941
"2016-04-25",1146.26001,1146.26001,1134.849976,1138.099976,33197400,1138.099976
"2016-04-26",1138.699951,1150.819946,1138.699951,1150.72998,35571900,1150.72998
"2016-04-27",1150.920044,1156.069946,1145.849976,1154.150024,41001100,1154.150024
"2016-04-28",1153.109985,1155.550049,1138.699951,1140.400024,43098400,1140.400024
"2016-04-29",1140.109985,1140.109985,1124.26001,1130.849976,47047200,1130.849976
"2016-05-02",1131.209961,1140.920044,1129.23999,1140.920044,38411100,1140.920044
"2016-05-03",1138.869995,1138.869995,1116.530029,1121.76001,41733900,1121.76001
"2016-05-04",1121.160034,1123.689941,1110.390015,1113.130005,40585600,1113.130005
"2016-05-05",1114.349976,1118.380005,1107.640015,1107.949951,40085300,1107.949951
"2016-05-06",1107.800049,1114.77002,1101.569946,1114.719971,37963500,1114.719971
"2016-05-09",1114.719971,1123.650024,1113.079956,1118.25,37886200,1118.25
"2016-05-10",1118.73999,1129.040039,1117.939941,1128.829956,36002000,1128.829956
"2016-05-11",1128.469971,1128.469971,1114.609985,1114.73999,38219800,1114.73999
"2016-05-12",1114.869995,1119.890015,1101.26001,1108.599976,37823900,1108.599976
"2016-05-13",1108.369995,1112.959961,1099.439941,1102.439941,35798800,1102.439941
"2016-05-16",1103.22998,1119.680054,1103.22998,1116.209961,35013600,1116.209961
"2016-05-17",1115.410034,1118.339966,1094.060059,1097.680054,41089600,1097.680054
"2016-05-18",1097.189941,1110.72998,1093.949951,1102.949951,41013200,1102.949951
"2016-05-19",1101.689941,1103.719971,1085.939941,1094.780029,38467700,1094.780029
"2016-05-20",1095.160034,1112.319946,1095.160034,1112.280029,35076500,1112.280029
"2016-05-23",1112.469971,1117.319946,1110.869995,1111.369995,30554800,1111.369995
"2016-05-24",1112.51001,1136.290039,1112.51001,1135.310059,36273400,1135.310059
"2016-05-25",1136.369995,1142.849976,1136.369995,1141.02002,38591600,1141.02002
"2016-05-26",1141.099976,1143.189941,1137.589966,1139.75,32309900,1139.75
"2016-05-27",1139.97998,1150.449951,1139.97998,1150.449951,30791500,1150.449951
"2016-05-31",1150.599976,1158.969971,1150.339966,1154.790039,45144100,1154.790039
"2016-06-01",1154.51001,1163.430054,1148.599976,1163.040039,35251700,1163.040039
"2016-06-02",1162.73999,1170.77002,1159.359985,1170.579956,36327200,1170.579956
"2016-06-03",1170.390015,1170.390015,1155.839966,1164.140015,36277800,1164.140015
"2016-06-06",1164.26001,1179.339966,1163.680054,1176.869995,34420200,1176.869995
"2016-06-07",1177.189941,1183.75,1175.050049,1179.969971,35347300,1179.969971
"2016-06-08",1180.199951,1190.170044,1180.199951,1188.949951,35620600,1188.949951
"2016-06-09",1188.22998,1188.22998,1177.859985,1181.199951,32903200,1181.199951
"2016-06-10",1178.380005,1178.380005,1161.27002,1163.930054,35150100,1163.930054
"2016-06-13",1162.530029,1164.900024,1149.47998,1150.699951,33920300,1150.699951
"2016-06-14",1149.589966,1153.219971,1141.22998,1147.819946,37597700,1147.819946
